3449, 6214, 1651
9662, 2293, 8781
7228, 6121, 5443
3971, 9196, 4071
3487, 134, 3188
40, 8786, 6579
2332, 7360, 4619
7356, 9256, 8680
1645, 6889, 6823
9663, 1974, 1581
-361, 4273, 900
4706, -850, 8939
89, 818, 6519
2140, 6953, -673
1221, 7867, 9851
-916, -805, -368
8261, 8539, 6189
595, 89, 4350
8510, 5949, 1459
3604, 8296, 1305
4521, 9730, 6125
8973, 9165, 1473
8429, 376, 6122
7618, 3830, 8147
223, 3754, 3861
-604, -165, 5796
8963, 5610, 4334
5677, 4704, 7401
-747, 1216, 4573
8086, 1630, 9899
6219, 8263, 8685
7667, 2709, -841
6043, 6320, 8475
4891, 7950, -877
7682, 4272, 2924
6857, 6562, 729
1567, 7754, 1506
2182, 4498, 8957
3426, 3558, 6672
4831, -126, 6617
1400, 2320, 3569
1728, 8390, -889
6843, 8312, 2863
1403, 2091, 1050
9777, 3603, 4012
3103, 3458, 1035
7271, 1211, 325
3388, 9627, 3269
9675, 3845, 5043
1527, 6103, 9425
2172, 2673, 6049
2122, 8496, 1242
1558, 8505, 4735
6008, 5210, 8309
8540, 2157, 105
-539, 8960, 9692
5889, 2704, 5106
1832, 8992, 190
8775, 2528, 8278
8590, -621, -107
8404, 6815, 1922
5311, 2925, 533
3488, 8254, 2377
4269, 3918, 2630
9102, 8013, 6070
7926, 3199, 6809
3927, 8910, -666
4902, 5908, 3940
5406, 5790, -881
-726, 3862, 7756
9397, 4707, 9207
8974, 3180, 3511
7067, 9380, 5619
9395, 5058, 5689
3031, -311, 499
3238, 1762, 8531
7391, 1053, 3225
1211, 4220, 3901
8936, 3739, -712
2423, 9761, 5410
135, 4056, 8997
6759, 3964, 7757
1758, 4363, 5057
4103, -714, 6643
7687, 9609, 6253
9866, -396, 3661
9174, 45, 3313
3706, 85, 1826
411, 8837, 8672
4723, 7849, 5523
872, 5871, 144
2649, 8259, 8533
9553, 3431, 5871
3982, -720, 7857
3160, 6804, 3311
9749, -694, 7803
3051, 3779, 4129
9343, 1624, 7636
4483, 8721, 7131
7963, 4231, 7846
8797, -86, 898
7263, -158, 4597
7287, 3714, 867
-607, 7263, 4113
3188, 9171, -278
6105, 5755, 7012
8745, 945, 898
4104, 7466, 2882
651, 6597, 4046
6535, 9902, 305
5336, 9653, 2894
100, 4200, 160
2476, -141, 8610
4215, 3926, 6853
1218, -834, 1431
5130, 3486, 8385
8364, -393, 7765
9616, 7858, 541
9922, 5597, 5498
8231, 8277, 5205
2404, 5181, 6999
7916, 3520, 6999
8158, -351, 9578
8615, 1270, -467
4251, 6286, 2020
9643, 1318, 794
9620, 6780, 8510
4135, 3029, 66
-562, 1465, 8780
6561, 6816, 2765
3360, 9093, 9738
2574, 9783, 8091
8108, 8131, 1461
5551, 3762, -292
9063, 5320, 1370
7906, 4068, 8546
669, -514, 7637
7695, 5714, 3934
5164, 21, -715
657, 3993, 8648
7905, 3954, 3452
3399, 3659, 1046
5470, 2972, 9794
7464, 5351, 9207
3758, 8658, 9286
1163, 7877, 1208
4438, 4840, 3996
6986, 1598, 5774
9769, 1073, 6575
177, 2857, 837
9737, 451, 4064
9603, 8539, 9142
7214, 9811, 2164
1654, 5859, 1294
5443, 1251, 3312
552, 5095, 8259
6032, 3414, 9565
9609, 8370, 6604
1799, 7027, 6834
5186, 8796, -584
5206, 1976, 4245
1479, 5915, 9507
8730, 5568, 8529
8947, -413, 210
2088, 1843, 1186
8273, 6466, 9960
3433, 2434, 9814
1821, 9822, -756
1121, 8180, 9899
7586, 8670, 2590
6601, 171, 1991
3652, 4982, 205
927, 4571, 4226
7197, 221, 1800
2156, 9223, -842
4581, 5596, 3299
6473, -735, 188
7097, 8260, 7314
5470, 9541, 2282
4391, 1983, 6820
-163, 898, 7790
4319, 1045, 4734
3011, -580, 6895
9188, 5464, 9823
1559, 1748, 2686
9420, 133, 114
-334, 5903, 2587
6621, 6834, 9126
3514, 8042, 2500
7956, -460, 6815
8567, 350, 6619
996, -755, 845
1276, 5231, 8240
9392, 9795, 7002
9412, 9288, -46
-746, 3199, 1941
2632, 5769, 6096
8671, 8491, 9240
130, 3093, -235
465, -605, 6957
1864, 7970, 2851
8824, 9510, 9002
7662, 8321, 7813
1751, 1006, 5891
537, 1068, 3043
7833, 6950, 1085
7164, 8637, 8360
1455, 6179, 25
9390, 9912, 4646
13, 1013, 7017
2326, 8601, 1199
2988, 9544, 684
2129, 1713, 9723
9166, 8478, 4472
9872, 2598, 3770
5138, 5384, 5163
2623, 6140, 8039
4592, 3151, 1221
4749, 9407, 9788
6202, 3228, 2240
3822, 8108, 935
-199, 6310, 6417
3913, 3786, 9549
7932, 7288, 6789
1316, 977, -987
6288, 2315, 4990
3085, 6366, 3365
1275, 8049, -723
9931, 3030, 1114
-491, -333, 2028
3914, 4420, 6532
6419, 4540, 6935
4811, -709, 3287
-908, 2717, 9658
8763, 5, 3403
1261, 1789, 7326
9026, 6069, 3055
5060, 5829, 7278
1999, 2105, 852
3498, 6052, 1135
-98, 2196, 9028
7252, 3755, -894
6760, 1263, 7234
6779, 9846, 270
2272, 3806, 7729
3805, -508, 677
3687, 5990, 7650
2928, 3391, -993
3586, 6683, 6871
7653, 897, 1600
2985, 2066, 7516
2509, 2381, 4706
3831, 1973, 6495
8153, 3780, -993
5230, 1516, 738
5210, 4618, 1962
-794, 3005, 9807
2188, 7226, -800
324, 7513, 8043
5287, 55, 5574
9161, 9743, 3853
3673, 2815, 1991
3673, 640, 6554
8972, 6760, 2144
6397, 2771, 8704
7571, 6199, 2204
1164, 2342, 6448
7566, 6984, 869
90, 8306, 3900
4025, 9315, 762
1231, 7243, 2479
199, 7831, 411
822, 6353, 7247
-258, 8730, 8948
4713, 5880, 2608
-788, -276, -822
6476, 475, 7808
9811, -254, 8848
7460, 4463, 5196
7518, 6297, 5897
6104, 3594, 7597
9266, 6392, 4798
3444, 4646, 1645
2023, 7915, 468
2917, 2755, 933
1295, 9952, 9530
6391, 1195, 3699
7855, 5396, 6521
2638, 2953, 7215
8879, 6766, 93
286, -508, 4037
3611, 4234, 62
8523, 199, 4203
8495, 3387, 6408
-946, 2782, 6422
1447, -251, 9687
-967, 8542, 7164
6088, 8516, 2018
2140, 9924, 4962
2446, 2779, 2983
6094, 4148, 3500
9562, -665, 2879
3359, 3869, 7366
217, 9926, 1921
8449, 7089, 6118
3729, 9291, 4224
9514, 9365, 1617
4208, 6645, 1755
6501, 8419, 8631
8091, 17, 7922
756, 8983, -363
7993, -565, 9522
7179, 4051, 6012
9626, 2929, 9140
3834, 9226, 7060
8960, 233, 9664
4850, 9169, 603
1450, 3610, -207
2362, 9601, 7679
7153, 6349, 1259
327, 1874, 1281
6401, 3922, 7356
2736, 6551, 8779
3759, 6522, 3536
2068, 8269, 2749
5535, 8255, 7410
5066, 2165, 6358
6821, 6976, 4382
3349, 6634, 223
2981, 4627, 2144
-317, 3187, 5339
1878, 476, 5893
2259, 6019, -674
2641, 6055, 35
49, 4159, 6753
1175, 8231, 2812
2422, 9855, 7450
7114, 1569, 8850
2490, 568, 7438
5085, 2409, 9705
7681, 2458, 7418
381, 1574, 188
6574, 6219, 261
8139, 5735, 3422
5805, -777, 7301
4679, 7411, 9873
1, 1713, 8454
912, 2220, 2036
2801, 4090, 3991
157, 7990, 4246
5154, 5614, 2459
5761, 6509, 7937
5642, 9169, 2320
2771, -64, 3286
5898, 5061, 679
1900, 809, -301
3180, 8819, 5515
3072, 9252, 9267
1071, -935, 6320
462, 2802, 8681
3907, -579, 8526
2618, 6310, 9880
6054, 6749, 1374
499, 9846, 9224
7548, 9043, 4256
2976, 1408, 6621
1251, -791, -146
7171, 1404, 3964
2640, 3431, 4347
3456, 1362, 9019
-187, 4847, 1052
-471, -695, 4613
1191, 4631, 7971
4977, 640, 1850
1253, 9797, 6809
-212, 7070, 5541
8139, 8250, 3339
6192, 9368, 5731
9934, 581, 9123
843, 2603, 7624
5631, 4982, 5567
-438, 5012, 3198
5393, 7367, 9486
2010, 2845, 911
2604, 3544, 9354
4698, 5670, 3452
693, 6441, -622
7189, 336, 9153
6562, 9749, 7056
3281, 7305, 2100
805, 1589, 4530
9728, 3934, 89
4791, 5856, 9901
7669, 2764, 8025
7726, 5158, 3058
3748, 609, 4919
3796, 5603, 6359
5685, 1284, 5405
-933, 3789, -748
3732, 2188, 9759
1916, -251, 1895
6947, -719, 2774
4987, 5066, 8344
5912, 1470, 9931
-532, 5668, 2373
517, -774, 5445
-306, 2836, 5451
3697, 8969, 8170
9706, 132, 5434
7463, 5983, 7138
3515, 8437, 1830
4689, -615, 503
5730, 1302, 1942
3670, 3862, 329
3082, 3177, 6094
-970, -658, 2631
4604, 3098, 8502
-586, 2987, 1636
6373, 1363, -420
3324, 7451, 5743
-647, 4763, 3333
1864, 2336, 8546
5711, 1852, 149
6410, 3454, 9865
3335, 9, 3409
7716, 5024, 6997
6869, 8267, 3721
4675, 544, 8352
80, 7561, 9153
8533, 157, 2865
649, 1982, 4462
60, 5573, 2519
5948, 5089, 5990
5723, 3791, 5576
806, 6725, 4638
-603, 9416, 1689
2796, 2744, 6145
9514, -607, 6889
2850, 2329, 9443
9451, 6719, 6346
7110, 5433, 2229
9899, 2062, 3436
6122, 244, 4706
2174, 4824, 8785
6036, 4668, 9998
5648, -815, 4806
9305, -523, 9868
800, 1220, 1551
2079, 6803, 9233
2485, -6, 8242
5767, -150, 6998
6984, 2285, -944
1982, 9442, 4010
7315, 8287, 9288
7389, 5385, 1245
957, 1029, 9076
1006, 7802, 4589
5354, 867, 4575
3221, 7543, 8694
3607, 3055, 5660
-752, 9243, -484
8661, 3347, -825
6494, 7443, 9571
3485, 2747, 2238
1581, 3546, 2465
7998, 8646, 982
3828, 5632, -559
8868, 6469, 8986
1577, 9624, 4604
8254, 9756, 548
6861, 6788, 7386
9140, 2946, 4301
264, 8266, 4744
9810, -582, 1572
3757, 9035, 7041
9885, 7418, 8420
6482, 5589, 182
3356, 418, 5937
1458, 4437, 8231
6488, 2349, 7130
6093, 205, 7267
844, 317, 7530
7297, -838, 8569
8161, 4025, 6101
3487, 6417, 1751
9689, -104, 6100
6496, 1960, -270
-220, 2184, 2707
-417, 4430, 7810
5475, 1095, 765
3536, 2081, 299
1731, 1417, 8416
1881, -632, 6676
5460, 208, 7801
6432, -380, 422
5688, 1088, 3178
4479, 3471, 704
2534, -190, 6452
9072, 6078, 9997
5319, 9891, 327
3792, 1015, 237
1338, 1413, 7994
1962, 567, 9346
4703, -319, 6927
7510, 3343, 6473
4440, 58, 1098
2009, 7679, 5222
7144, -458, 7120
1058, 960, -158
3422, 9789, 197
1463, 6550, 7749
1486, 1818, 1849
7635, 4185, 7363
2942, 7701, 271
781, 8673, 4209
7388, 32, 7743
9599, 3170, 1180
7511, 6082, 282
2397, 8104, 6239
-594, 2251, 5876
1604, 3307, 3536
4894, 7399, 3255
2800, 8008, -557
6073, 5666, 9934
2368, 796, 6217
3849, 1967, 1038
9217, 5569, 8584
5248, -483, 1970
5132, -232, -344
-644, 9362, 9497
5693, 6715, 1929
9937, 8686, 5605
8364, 1390, 2550
6893, 5413, 9339
7984, 2385, 859
4379, 3390, 7636
1676, 7420, 9845
4395, 3740, 4324
2980, 1817, -138
2556, 9952, 3231
-191, 2312, 9547
1097, 9332, 1822
2589, 6834, -1
2641, 4244, 5349
2001, 2986, 5684
8938, 1147, 3885
3889, 3561, 2245
3089, 7300, 1163
1845, 3098, 5216
1185, 7324, 4736
-291, 9254, 7646
5349, 5722, 8664
5313, 1858, 9472
6725, 1861, -694
4267, -827, -599
2402, 4827, 2922
6226, 2389, 2363
2245, -322, 6329
681, 8381, -812
3957, 0, 6142
7666, 9752, 2230
891, 9264, 5564
4480, 134, 5491
1155, 9368, 8925
5082, 5364, 370
3858, 1790, 9014
7243, 1113, 144
-795, 9698, 9997
8500, 957, 9499
-831, 5508, 240
4058, 5940, 8361
9841, 6172, 3099
3482, 8762, 9733
9416, 7522, 3888
8263, 1391, 3790
7428, 6927, -268
1303, 6133, 5075
1920, 9186, 4997
3760, 599, 586
1145, 6714, 5054
-974, 3351, 3265
6741, 5244, 2031
4556, 4255, 686
2624, -845, 6863
1840, 7880, 8027
-418, 3688, 936
6736, 2744, 2124
3205, -574, 9265
1317, 7226, 7815
5989, 8433, 4496
2481, 9672, 9765
443, 2217, 4518
834, 5613, 2056
9066, 192, 7140
1740, 7952, 9109
5005, 3999, 5548
2402, 9365, -123
8331, -528, 742
7506, 6586, 462
6754, 3482, 2845
9863, 6308, 2090
1829, -601, 213
390, 1035, 4053
-640, 5884, 1710
9816, 791, 7336
1847, 6821, 9610
4026, 1956, 6177
3531, 1677, 2590
5201, 2799, 2258
6367, 7955, 4303
6545, 3840, 4485
6225, 9598, 5691
6756, 5813, 7635
5048, 6780, -497
9844, 7613, 5949
8718, 3573, 8059
992, 1145, -523
-310, 4856, 7352
8378, 9216, 1722
8920, 3288, 9504
6176, 693, -189
2136, 7690, 2551
1095, 4491, -337
1046, 4362, -980
9150, 8485, 8354
8144, 4446, 2160
-828, 2407, 2260
6436, 4846, 1731
5932, 9500, 5196
9772, 5436, 8400
2026, 8131, 7243
9979, 4657, 7970
7529, -810, 2436
4400, 9402, 8259
8261, 6465, 2034
8734, -687, 9631
4781, 5927, 428
9910, 8062, 102
9571, 9333, 8626
3235, 3003, 8851
-898, 1657, 5918
-819, 3946, 3535
9777, 2906, 1721
8247, 4895, 7642
7978, 7708, 2316
5685, 5651, 9245
5872, 8718, 3386
8454, 6667, 9866
4108, 2811, 3396
8889, -732, 784
2442, 1082, 8362
8914, 1088, 4131
6609, -444, 1165
5722, 2436, 3626
6875, 8341, 7093
7403, 9626, 1599
4228, 4974, 7998
7794, 6053, 2045
4118, 2185, 7977
7725, 9121, 1716
2745, 1271, 7997
8918, -404, 9294
4328, 1609, 6147
8421, 5657, 243
-760, 2254, 6794
7586, 1689, 1898
7905, 5500, -794
2735, -750, 4969
-54, 9741, 4807
9382, 8801, 4220
1740, 5682, 1169
8197, 2941, 277
1223, -575, 8990
