2469, 6305
4755, 3689
1950, -266
3243, 6457
9034, 803
-835, 5008
2059, 6522
5316, 3114
147, 4921
1499, 9457
2598, 3658
-476, 2441
5430, 7313
7741, 4808
5669, 1220
1682, 9777
6374, 1345
3997, 6868
8241, 3490
4154, 9620
-744, 6941
-97, 5291
-111, 6837
6222, 6194
6366, 9301
-766, 6761
5659, 6153
6752, 7161
3400, 2065
2238, 2869
7705, 3840
431, 7617
3189, -537
7683, 5111
7003, 2556
3056, 2734
4549, 9106
-507, 8248
1206, 1919
4559, 4691
2996, 2042
1779, 7250
3161, 8094
7510, -556
3378, 3870
2610, 7201
-902, 9734
5769, 448
5103, 9916
5071, 3326
2638, 1263
4882, 3678
7193, 2135
3831, 1227
-11, 8323
8709, 1435
9047, -319
4662, -821
5906, 7562
3415, 7930
2060, 2357
1894, 93
8577, -204
6893, 9229
5969, 270
3653, 6003
558, 2788
3626, 5362
3625, 2701
3993, 3480
6633, 599
9024, 1460
9668, 7253
5395, 3567
3971, 5510
8160, 5150
1199, 3616
905, 7480
1991, 8639
7188, 8447
1390, 6478
9287, 9131
5513, -288
6162, 2949
9868, 8864
2436, 1853
8229, 2966
1373, 6450
8590, 971
9794, 9690
552, 51
5597, 2918
2783, -989
6966, 7566
281, 6649
6396, 8915
4513, 2321
299, 3843
7804, 4741
4400, 5939
3035, 8233
4790, 6287
2937, 4921
3928, 1127
6030, 1448
8233, 807
7643, -507
5000, 3544
-198, 8438
1691, -613
-352, 3417
377, 4528
6336, 2295
1994, 9919
2249, 6146
7618, 8657
7669, -272
667, 4385
7574, 4125
3137, -483
2512, 9465
5897, 2447
2911, 7144
9320, 9708
9537, -179
3128, 7127
-926, 6852
8764, 322
1606, 5843
3154, 6414
7973, 80
-107, 9689
-881, 9184
1929, 6309
7603, -259
5455, 5555
7248, 5623
1733, 8634
2568, 6396
9584, 3221
6522, 3220
9694, 1293
6193, 5045
-148, 4316
9376, 7055
9171, -9
3892, 9302
7325, 8101
1125, 7823
3908, 5352
8521, -261
5420, 4359
2581, 5958
7719, 1258
616, 9375
1278, 4109
4949, -541
5646, 1610
5748, 6105
7570, 6002
4372, 6483
6603, 7460
71, 2936
4789, 5770
8709, 5354
-105, 7159
4675, 5012
970, 3539
142, 3147
-767, -721
8410, 371
2554, 1109
3031, 3781
1602, 2178
-12, -277
4270, 3974
3895, 4228
5323, 5804
425, 8123
8845, 1899
2324, 1614
5583, 5456
2753, 9643
-49, -693
6616, 7699
7642, 8691
8785, 3351
40, 2302
612, 4993
16, 9682
-712, 6674
7189, 2542
3240, 6991
1542, -782
6473, 5140
4257, -188
-8, 3173
30, 3801
548, 484
226, 5573
-854, -471
207, 4845
584, 8060
981, 770
8244, 3899
7411, 1016
932, 3524
3291, 1222
9711, 4054
8575, 2036
7393, 3758
9318, 4166
4216, -314
9734, 443
6413, 5892
3954, 4335
9927, 8222
3308, 6867
6477, 3664
3989, 837
2103, 2783
-54, 2097
1299, 4217
1756, 3355
8819, 1332
9577, 6894
4135, 7465
5305, 4277
5566, 6146
-853, 1701
4024, 5175
7426, -4
7665, 1612
6453, 787
8134, 6184
5194, 3263
9441, 1336
2224, 7039
675, 2304
-492, 7210
409, 1775
6278, 4469
5907, 6677
-146, 7349
7242, 5107
5720, 3904
6591, 5831
5449, 8523
337, 8110
7673, 3808
1736, 3598
1136, -352
274, 5487
3450, 5908
2364, -137
94, 4809
-593, 2193
366, 7695
-962, 377
-467, 9553
3079, 5327
5352, 4629
9709, 6880
7595, 7651
-922, 8161
-285, 3048
9946, 8854
4565, 3492
5816, 4638
6348, 8292
4820, -273
7396, 7363
1888, 7132
2174, 4074
2941, -692
2523, 8927
7809, 8072
5256, 4987
7323, 3822
5910, 2996
8409, 2747
6884, 7320
2807, 7994
7239, 6848
6983, 5527
8404, 490
5786, 3426
-683, 978
6023, 8449
8909, 230
-561, 4880
1488, 4390
952, 850
8522, 8153
1840, 9120
3829, 1853
5949, 7361
4842, -242
-22, 6643
6679, 4002
992, 8167
7196, 9877
8758, 3688
9241, 9392
4519, 700
703, -331
3316, 2102
6250, 1352
5374, 4590
2405, 5389
5544, 4913
5367, -138
4634, 2631
4048, 4417
381, 6602
143, 4597
5610, 626
7073, 8182
2670, -267
-963, 3440
3590, 2397
8585, -987
7096, 6015
1274, 2153
7220, 1052
-821, -906
4789, 7184
8279, 7187
7208, 7418
6815, 4071
8616, 1496
7358, 9626
9166, 9877
3020, -192
7152, 6336
7643, 3003
596, 2641
3060, 4101
7698, 7284
2667, 1841
333, 9474
8607, 9444
8157, 6761
1206, 4545
6646, 9868
5424, 9145
9145, 193
1764, 9189
2751, 1743
9182, 5860
3028, -207
3414, 3606
9596, 203
2637, 5451
5714, 8067
5046, 7971
1596, 8340
5105, 8683
4183, 8674
3186, -323
4662, 2160
578, 4353
8476, 8398
8776, 5996
8927, 7026
7768, 4903
5864, 4402
9178, 7155
9377, 3465
6007, 7555
9555, 365
3310, 2502
-67, 3324
7969, 3173
2666, 6663
6694, 4084
5530, 1666
2336, 971
8108, 2393
4241, 2795
9403, 8511
6969, 7926
3616, 6886
2460, 750
1894, 9440
5628, 4919
2472, 1908
603, 7300
2894, 1137
1887, -911
7311, -903
8575, 7283
-993, 1234
5578, 2402
8799, 5260
457, 6172
9734, 6395
7912, 9002
6856, 8281
7347, 6133
4871, 4245
9999, 5603
8811, 8045
1496, 6851
9280, 1397
706, -700
5425, 6928
5082, 3288
2693, 7195
-219, -915
6102, 9219
6804, 2141
4482, 3494
460, 1066
4202, 8928
5949, 2764
1422, 1368
7020, 607
7158, 5867
7610, 7375
3581, 8001
4456, 8063
-451, -546
7092, 99
8319, 1361
8450, -943
7947, 2847
2305, 491
2496, 8762
3756, 3096
3332, -544
3140, 2737
8993, -458
7796, 7349
3403, 400
4284, 8325
3083, 5523
1336, 8883
-747, 5195
-309, 3345
8340, -217
9669, 434
1496, 9799
1895, 9414
1300, 9047
5292, -209
9770, 8189
7514, 6480
-429, 3186
8543, -833
281, 8015
2673, 2809
-185, 7449
4313, 307
6520, 336
3814, 3381
4958, 9746
1427, 7488
6177, 1954
9142, 5600
8221, 1677
8380, 9411
7201, 1028
8896, 5655
7117, 772
8466, 6149
8206, 3604
3109, 929
-243, 1716
7083, 5314
25, -873
2110, 8566
2934, 3490
6831, 6414
-246, 5078
5579, 700
2273, 7718
1708, 1635
-498, 8794
5919, 5893
6115, 8653
6725, 1287
-371, 7857
8729, 1193
7235, 3855
-28, 4703
6275, 6792
7951, 4656
502, 8434
757, -646
1458, 8342
5192, 1873
-220, 6664
2045, 7352
-858, 1637
4414, 7059
1568, 5780
1086, 2414
-836, 4336
1183, 4350
6613, 8772
5896, 8719
1678, 7622
2532, 7065
2328, 8582
-249, 5013
8414, 6106
7586, 3590
9695, -492
5598, 6023
1285, 6961
4514, 2892
6036, 7122
8243, 8109
9345, 4601
1977, 3110
4539, 2805
7301, 922
1660, 2107
5912, -165
7017, 4131
7751, 6249
5607, 794
5256, 5573
3255, 1557
6013, 5315
8074, 8983
-322, 1081
6363, 1943
4257, 539
6877, 6198
2843, 8771
7626, 994
7641, 1113
1270, 3698
8942, 6535
9888, 2794
-311, 6894
4035, 7944
7483, 5776
6413, 2102
-978, 4911
4807, 1811
2025, 2698
8423, 3230
9707, 6656
9063, 6614
6237, -533
3263, 7552
-15, 559
6847, 6108
-738, -556
775, 7955
6388, -32
3155, 3894
3185, 6500
631, 1051
2159, 2750
-182, -78
5845, 6949
4767, -16
457, 7588
710, 2042
1399, 7838
-822, 2823
5380, 4180
4933, 4045
6290, 2034
348, 9707
8820, 4087
4559, 2953
-67, 1763
543, 9907
-826, 5114
7593, 8473
1949, 9104
-226, 6737
5104, 6468
7349, 4409
6788, 9593
4758, 7482
6610, 3154
7053, 6303
5315, 5374
2782, -190
6917, -415
8567, 2899
1143, 2864
989, -777
4796, 2697
7544, -883
7405, 6364
228, 8999
2326, 7579
2911, 4369
126, 8946
5334, 3050
-989, -593
7564, 6599
3220, 6599
1709, 1676
2850, 7203
2306, 2802
9948, 2652
8416, 4727
7812, 7746
7248, 324
9943, 4887
2733, 1781
9560, 1237
5796, 4103
9984, 4329
8993, 437
7065, 2903
7938, 3276
9965, 9462
9076, 8074
2566, 378
2294, 815
9575, 2275
3166, -325
1988, 839
5678, 5226
1809, 5387
7819, -52
6546, 1808
3060, 4785
1102, 8905
3747, 2205
6956, 2632
2963, 8141
2197, 8531
5147, 665
5162, 8224
